tic,SP_ENTITY_NAME,SP_ENTITY_ID,SP_BUSINESS_DESCRIPTION,SP_LONG_BUSINESS_DESCRIPTION,SP_TOPICTAG,SP_TICKER,SP_EXCHANGE_TICKER,SP_COMPANY_NAME,_merge,YH_BUS_DESC,SA_BUS_DESC
STZ,"Constellation Brands, Inc. (NYSE:STZ)",4276708.0,"Constellation Brands, Inc., together with its subsidiaries, produces, imports, markets, and sells be","Constellation Brands, Inc. operates as an international producer and marketer of beer, wine, and spi",Distillery,STZ,NYSE:STZ,"Constellation Brands, Inc.",both,"Constellation Brands, Inc., together with its subsidiaries, produces, imports, markets, and sells be","Constellation Brands, Inc., together with its subsidiaries, produces, imports, markets, and sells be"
GPX,GP Strategies Corporation (NYSE:GPX),4098237.0,GP Strategies Corporation provides performance improvement and learning solutions worldwide. The com,"GP Strategies Corporation operates as a performance improvement solutions provider of training, digi",E-learning; Content Creation,GPX,NYSE:GPX,GP Strategies Corporation,both,nan,nan
MATW,Matthews International Corporation (NASDAQGS:MATW),4151587.0,"Matthews International Corporation provides brand solutions, memorialization products, and industria","Matthews International Corporation (Matthews) is a global provider of memorialization products, indu",Software Development; Industrial Automation; Digital Asset Management; Brand Marketing; Process Automation; Content Creation,MATW,NASDAQGS:MATW,Matthews International Corporation,both,"Matthews International Corporation provides brand solutions, memorialization products, and industria","Matthews International Corporation provides brand solutions, memorialization products, and industria"
AES,The AES Corporation (NYSE:AES),4055465.0,"The AES Corporation, together with its subsidiaries, operates as a diversified power generation and ",nan,Clean Energy; Energy Efficiency; Energy Management; Energy Storage; CleanTech; Smart Energy; ClimateTech; Utility Scale Solar; Onshore and Offshore Wind; Battery Energy Storage System (BESS),AES,NYSE:AES,The AES Corporation,both,"The AES Corporation, together with its subsidiaries, operates as a diversified power generation and ","The AES Corporation, together with its subsidiaries, operates as a diversified power generation and "
HON,Honeywell International Inc. (NASDAQGS:HON),4121346.0,"Honeywell International Inc. engages in the aerospace technologies, building automation, energy and ",Honeywell International Inc. (Honeywell) operates as an integrated operating company serving a broad,Software Development; Data Integration; Industrial Automation; Sensors; Process Automation; Artificial Intelligence; Utility Scale Solar; Battery Energy Storage System (BESS),HON,NASDAQGS:HON,Honeywell International Inc.,both,"Honeywell International Inc. engages in the aerospace technologies, building automation, energy and ","Honeywell International Inc. engages in the aerospace technologies, building automation, energy and "
LOW,"Lowe's Companies, Inc. (NYSE:LOW)",4004318.0,"Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in t","Lowe's Companies, Inc. (Lowe's) operates as home improvement retailer.
 
Strategy
 
Lowe’s is an omn",Home Improvement; Team Collaboration,LOW,NYSE:LOW,"Lowe's Companies, Inc.",both,"Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in t","Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in t"
VTOL,Bristow Group Inc. (NYSE:VTOL),4010845.0,Bristow Group Inc. provides vertical flight solutions. The company primarily offers aviation service,Bristow Group Inc. and its consolidated subsidiaries (Bristow) is a global provider of innovative an,Disaster Recovery; Fleet Management; Marine Transportation; Passenger Aircraft Manufacturing,VTOL,NYSE:VTOL,Bristow Group Inc.,both,Bristow Group Inc. provides vertical flight solutions. The company primarily offers aviation service,Bristow Group Inc. provides vertical flight solutions. The company primarily offers aviation service
ACI,"Albertsons Companies, Inc. (NYSE:ACI)",5309457.0,"Albertsons Companies, Inc., through its subsidiaries, engages in the operation of food and drug stor","Albertsons Companies, Inc. (Albertsons) operates as a food and drug retailer in the United States. T",Fast-Moving Consumer Goods; Food Delivery; Organic; Online Grocery,ACI,NYSE:ACI,"Albertsons Companies, Inc.",both,"Albertsons Companies, Inc., through its subsidiaries, engages in the operation of food and drug stor","Albertsons Companies, Inc., through its subsidiaries, engages in the operation of food and drug stor"
CTAM,A.M. Castle & Co. (OTCPK:CTAM),4066870.0,"A.M. Castle & Co., together with its subsidiaries, operates as a specialty metals distribution compa",A.M. Castle & Co. operates as a specialty metals distribution company that serves customers worldwid,,CTAM,OTCPK:CTAM,A.M. Castle & Co.,both,nan,nan
A,"Agilent Technologies, Inc. (NYSE:A)",4075849.0,"Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics,","Agilent Technologies, Inc. (Agilent) operates in the life sciences, diagnostics, and applied chemica",Environmental Consulting; Health Diagnostics; Genetics; Process Automation; Immunology; Oncology,A,NYSE:A,"Agilent Technologies, Inc.",both,"Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics,","Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics,"
TDY,Teledyne Technologies Incorporated (NYSE:TDY),4987124.0,"Teledyne Technologies Incorporated, together with its subsidiaries, provides enabling technologies f",Teledyne Technologies Incorporated (Teledyne) provides enabling technologies for industrial growth m,Computer Vision; Industrial Automation; Physical Security; Sensors; Simulation; Data Protection; Process Automation,TDY,NYSE:TDY,Teledyne Technologies Incorporated,both,"Teledyne Technologies Incorporated, together with its subsidiaries, provides enabling technologies f","Teledyne Technologies Incorporated, together with its subsidiaries, provides enabling technologies f"
SNV,Synovus Financial Corp. (NYSE:SNV),100440.0,Synovus Financial Corp. operates as the bank holding company for Synovus Bank that provides commerci,"Synovus Financial Corp. and its subsidiaries (Synovus) operate as a financial services company.

The",Consumer Lending,SNV,NYSE:SNV,Synovus Financial Corp.,both,Synovus Financial Corp. operates as the bank holding company for Synovus Bank that provides commerci,Synovus Financial Corp. operates as the bank holding company for Synovus Bank that provides commerci
DAR,Darling Ingredients Inc. (NYSE:DAR),4915094.0,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible ",Darling Ingredients Inc. and its subsidiaries (Darling) operate as a global developer and producer o,Animal Feed; Livestock; Disposal and Recycling; Biofuel; Nutraceutical; Alternative Protein; Sustainable Aviation Fuel (SAF); Bio-based and Renewable Materials,DAR,NYSE:DAR,Darling Ingredients Inc.,both,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible ","Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible "
UFS,Domtar Corporation (NYSE:UFS),4212742.0,"Domtar Corporation designs, manufactures, markets, and distributes various fiber-based products, inc","Domtar Corporation designs, manufactures, markets, and distributes various fiber-based products, inc",Packaging Services; Biomass Energy,UFS,NYSE:UFS,Domtar Corporation,both,nan,nan
WBA,"Walgreens Boots Alliance, Inc. (NASDAQGS:WBA)",4695380.0,"Walgreens Boots Alliance, Inc. operates as a healthcare, pharmacy, and retail company in the United ","Walgreens Boots Alliance, Inc. and its subsidiaries (Walgreens Boots Alliance) is an integrated heal",Health Diagnostics; MHealth; Chronic Diseases; Vaccines,WBA,NASDAQGS:WBA,"Walgreens Boots Alliance, Inc.",both,"Walgreens Boots Alliance, Inc. operates as a healthcare, pharmacy, and retail company in the United ","Walgreens Boots Alliance, Inc. operates as a healthcare, pharmacy, and retail company in the United "
CMTL,Comtech Telecommunications Corp. (NASDAQGS:CMTL),4208010.0,"Comtech Telecommunications Corp., together with its subsidiaries, engages in the provision of next-g",nan,GPS; Location Based Services; Remote Access and Control; Network Security; 5G,CMTL,NASDAQGS:CMTL,Comtech Telecommunications Corp.,both,"Comtech Telecommunications Corp., together with its subsidiaries, engages in the provision of next-g","Comtech Telecommunications Corp., together with its subsidiaries, engages in the provision of next-g"
PXD,Pioneer Natural Resources Company (NYSE:PXD),4010906.0,Pioneer Natural Resources Company operates as an independent oil and gas exploration and production ,Pioneer Natural Resources Company operates as an independent oil and gas exploration and production ,Onshore and Offshore Wind,PXD,NYSE:PXD,Pioneer Natural Resources Company,both,nan,nan
JEF,Jefferies Financial Group Inc. (NYSE:JEF),103464.0,Jefferies Financial Group Inc. operates as an investment banking and capital markets firm in the Ame,Jefferies Financial Group Inc. (Jefferies) operates as a global full-service investment banking and ,,JEF,NYSE:JEF,Jefferies Financial Group Inc.,both,Jefferies Financial Group Inc. operates as an investment banking and capital markets firm in the Ame,Jefferies Financial Group Inc. operates as an investment banking and capital markets firm in the Ame
NX,Quanex Building Products Corporation (NYSE:NX),4987497.0,"Quanex Building Products Corporation, together with its subsidiaries, provides components for the fe",Quanex Building Products Corporation manufactures components for original equipment manufacturers (O,,NX,NYSE:NX,Quanex Building Products Corporation,both,"Quanex Building Products Corporation, together with its subsidiaries, provides components for the fe","Quanex Building Products Corporation, together with its subsidiaries, provides components for the fe"
HNRG,Hallador Energy Company (NASDAQCM:HNRG),4187964.0,"Hallador Energy Company, through its subsidiaries, engages in the production of steam coal in the St",Hallador Energy Company engages in the production of steam coal from mines located in western Indian,Environmental Consulting; Disposal and Recycling; Utility Scale Solar,HNRG,NASDAQCM:HNRG,Hallador Energy Company,both,"Hallador Energy Company, through its subsidiaries, engages in the production of steam coal in the St","Hallador Energy Company, through its subsidiaries, engages in the production of steam coal in the St"
THR,"Thermon Group Holdings, Inc. (NYSE:THR)",4990886.0,"Thermon Group Holdings, Inc. provides engineered industrial process heating solutions for process in","Thermon Group Holdings, Inc. (Thermon) provides highly engineered industrial process heating solutio",Energy Management; Process Automation,THR,NYSE:THR,"Thermon Group Holdings, Inc.",both,"Thermon Group Holdings, Inc. provides engineered industrial process heating solutions for process in","Thermon Group Holdings, Inc. provides engineered industrial process heating solutions for process in"
CSCO,"Cisco Systems, Inc. (NASDAQGS:CSCO)",4047857.0,"Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol based networking and other pr","Cisco Systems, Inc. (Cisco) designs and sells a broad range of technologies that help to power, secu",Cloud Management; Data Integration; Cloud Infrastructure; Cloud Security; Network Security; Artificial Intelligence,CSCO,NASDAQGS:CSCO,"Cisco Systems, Inc.",both,"Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol based networking and other pr","Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol based networking and other pr"
ZWS,Zurn Elkay Water Solutions Corporation (NYSE:ZWS),4992124.0,"Zurn Elkay Water Solutions Corporation engages in design, procurement, manufacture, and marketing of","Zurn Elkay Water Solutions Corporation (Zurn Elkay) designs, procures, manufactures, and markets the",Environmental Engineering; Industrial Automation; Sensors; Water Purification; Pollution Control,ZWS,NYSE:ZWS,Zurn Elkay Water Solutions Corporation,both,"Zurn Elkay Water Solutions Corporation engages in design, procurement, manufacture, and marketing of","Zurn Elkay Water Solutions Corporation engages in design, procurement, manufacture, and marketing of"
BHE,"Benchmark Electronics, Inc. (NYSE:BHE)",4275867.0,"Benchmark Electronics, Inc., together with its subsidiaries, offers product design, engineering serv","Benchmark Electronics, Inc. provides advanced manufacturing services (electronic manufacturing servi",Software Development; Data Integration; Industrial Automation; Process Automation; 3D Printing; Artificial Intelligence,BHE,NYSE:BHE,"Benchmark Electronics, Inc.",both,"Benchmark Electronics, Inc., together with its subsidiaries, offers product design, engineering serv","Benchmark Electronics, Inc., together with its subsidiaries, offers product design, engineering serv"
MAR,"Marriott International, Inc. (NASDAQGS:MAR)",4046286.0,"Marriott International, Inc. engages in operating, franchising, and licensing hotel, residential, ti","Marriott International, Inc., together with its subsidiaries, operates, franchises, and licenses hot",Travel Accommodations,MAR,NASDAQGS:MAR,"Marriott International, Inc.",both,"Marriott International, Inc. engages in operating, franchising, and licensing hotel, residential, ti","Marriott International, Inc. engages in operating, franchising, and licensing hotel, residential, ti"
USFD,US Foods Holding Corp. (NYSE:USFD),4912674.0,"US Foods Holding Corp., together with its subsidiaries, engages in marketing, sale, and distribution","US Foods Holding Corp. (US Foods) operates as a manufacturer, processor, marketer, distributor and s",Aquaculture; Farming; Fast-Moving Consumer Goods; Food Delivery; Livestock; Online Grocery,USFD,NYSE:USFD,US Foods Holding Corp.,both,"US Foods Holding Corp., together with its subsidiaries, engages in marketing, sale, and distribution","US Foods Holding Corp., together with its subsidiaries, engages in marketing, sale, and distribution"
SWKS,"Skyworks Solutions, Inc. (NASDAQGS:SWKS)",4967090.0,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and marke","Skyworks Solutions, Inc. and its consolidated subsidiaries (Skyworks) is a developer, manufacturer a",RFID (Radio Frequency Identification); Sensors; Edge Computing; Network Security; Data Center Technology,SWKS,NASDAQGS:SWKS,"Skyworks Solutions, Inc.",both,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and marke","Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and marke"
APOG,"Apogee Enterprises, Inc. (NASDAQGS:APOG)",4618427.0,"Apogee Enterprises, Inc. provides architectural products and services for enclosing buildings, and g","Apogee Enterprises, Inc. provides architectural products and services for enclosing buildings, and h",Optical Infrastructure; 3D Printing,APOG,NASDAQGS:APOG,"Apogee Enterprises, Inc.",both,"Apogee Enterprises, Inc. provides architectural products and services for enclosing buildings, and g","Apogee Enterprises, Inc. provides architectural products and services for enclosing buildings, and g"
UTI,"Universal Technical Institute, Inc. (NYSE:UTI)",4911052.0,"Universal Technical Institute, Inc. provides transportation, skilled trades, and healthcare educatio","Universal Technical Institute, Inc. operates as a workforce solutions provider of transportation, sk",Assistive Technology,UTI,NYSE:UTI,"Universal Technical Institute, Inc.",both,"Universal Technical Institute, Inc. provides transportation, skilled trades, and healthcare educatio","Universal Technical Institute, Inc. provides transportation, skilled trades, and healthcare educatio"
TWNK,"Hostess Brands, Inc. (NASDAQGM:TWNK)",4773279.0,"Hostess Brands, Inc. develops, manufactures, markets, sells, and distributes snack products in the U","Hostess Brands, Inc. operates in the snack food industry, best known for its iconic baked goods. The",,TWNK,NASDAQGM:TWNK,"Hostess Brands, Inc.",both,nan,nan
APH,Amphenol Corporation (NYSE:APH),4122605.0,"Amphenol Corporation, together with its subsidiaries, primarily designs, manufactures, and markets e","Amphenol Corporation (Amphenol) operates as a designer, manufacturer, and marketer of electrical, el",Network Backbone; Industrial Automation; RFID (Radio Frequency Identification); Sensors; Smart Energy; Data Center Technology; 5G,APH,NYSE:APH,Amphenol Corporation,both,"Amphenol Corporation, together with its subsidiaries, primarily designs, manufactures, and markets e","Amphenol Corporation, together with its subsidiaries, primarily designs, manufactures, and markets e"
BEN,"Franklin Resources, Inc. (NYSE:BEN)",102719.0,"Franklin Resources, Inc. is a publicly owned asset management holding company. Through its subsidiar",nan,,BEN,NYSE:BEN,"Franklin Resources, Inc.",both,"Franklin Resources, Inc. is a publicly owned asset management holding company. Through its subsidiar","Franklin Resources, Inc. is a publicly owned asset management holding company. Through its subsidiar"
HZO,"MarineMax, Inc. (NYSE:HZO)",4911076.0,"MarineMax, Inc. operates as a recreational boat and yacht retailer and superyacht services company i","MarineMax, Inc. (MarineMax) is the world's largest recreational boat and yacht retailer, selling new",Freight Service; Marine Transportation; Passenger Aircraft Manufacturing,HZO,NYSE:HZO,"MarineMax, Inc.",both,"MarineMax, Inc. operates as a recreational boat and yacht retailer and superyacht services company i","MarineMax, Inc. operates as a recreational boat and yacht retailer and superyacht services company i"
MMS,"Maximus, Inc. (NYSE:MMS)",4378147.0,"Maximus, Inc. operates as a provider of government services worldwide. It operates through three seg","Maximus, Inc. (Maximus) provides government services worldwide.

With nearly 50 years of experience ",Software Development; Data Integration; Customer Relationship Management; Cloud Infrastructure; Process Automation,MMS,NYSE:MMS,"Maximus, Inc.",both,"Maximus, Inc. operates as a provider of government services in the United States and internationally","Maximus, Inc. operates as a provider of government services worldwide. It operates through three seg"
SCHL,Scholastic Corporation (NASDAQGS:SCHL),4066312.0,Scholastic Corporation publishes and distributes children’s books worldwide. It operates in three se,Scholastic Corporation and its subsidiaries (Scholastic) operate as a publisher and distributor of c,Language Learning; E-learning; Brand Marketing,SCHL,NASDAQGS:SCHL,Scholastic Corporation,both,Scholastic Corporation publishes and distributes children's books worldwide. It operates in three se,Scholastic Corporation publishes and distributes children’s books worldwide. It operates in three se
APO,"Apollo Global Management, Inc. (NYSE:APO)",4204256.0,"Apollo Global Management, Inc. is a private equity firm specializing in investments in credit, priva",nan,,APO,NYSE:APO,"Apollo Global Management, Inc.",both,"Apollo Global Management, Inc. is a private equity firm specializing in investments in credit, priva","Apollo Global Management, Inc. is a private equity firm specializing in investments in credit, priva"
MG,"Mistras Group, Inc. (NYSE:MG)",4996794.0,"Mistras Group, Inc. provides technology-enabled asset protection solutions in the United States, oth","Mistras Group, Inc. is a leading ‘one source’ multinational provider of integrated technology-enable",Data Integration; Industrial Automation; Predictive Analytics; Sensors; Data Protection; Process Automation; Artificial Intelligence,MG,NYSE:MG,"Mistras Group, Inc.",both,"Mistras Group, Inc. provides technology-enabled asset protection solutions in the United States, oth","Mistras Group, Inc. provides technology-enabled asset protection solutions in the United States, oth"
AMD,"Advanced Micro Devices, Inc. (NASDAQGS:AMD)",4066743.0,"Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. It operates through Data","Advanced Micro Devices, Inc. (AMD) operates as a global semiconductor company.

The company primaril",Computer Vision; Machine Learning; Cloud Infrastructure; Cloud Storage; Data Centers and Facilities; Data Center Technology; Artificial Intelligence,AMD,NASDAQGS:AMD,"Advanced Micro Devices, Inc.",both,"Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. It operates through Data","Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. It operates through Data"
PH,Parker-Hannifin Corporation (NYSE:PH),4004412.0,Parker-Hannifin Corporation manufactures and sells motion and control technologies and systems for v,"Parker-Hannifin Corporation Form 10-K filed on Aug-22-2024 (capitaliq.com)

Parker-Hannifin Corporat",Energy Management; Environmental Engineering; Industrial Automation; Sensors; Process Automation,PH,NYSE:PH,Parker-Hannifin Corporation,both,Parker-Hannifin Corporation manufactures and sells motion and control technologies and systems for v,Parker-Hannifin Corporation manufactures and sells motion and control technologies and systems for v
DFS,Discover Financial Services (NYSE:DFS),4096334.0,"Discover Financial Services, through its subsidiaries, provides digital banking products and service",nan,Anti-Fraud; Consumer Lending; Credit Cards; Fintech; Authentication; Digital Brokerage; Payment Facilitator Enablers; Online Payments,DFS,NYSE:DFS,Discover Financial Services,both,"Discover Financial Services, through its subsidiaries, provides digital banking products and service","Discover Financial Services, through its subsidiaries, provides digital banking products and service"
ASTE,"Astec Industries, Inc. (NASDAQGS:ASTE)",4994267.0,"Astec Industries, Inc. designs, engineers, manufactures, and markets equipment and components used p","Astec Industries, Inc. designs, engineers, manufactures, markets and services equipment and componen",Environmental Engineering; Fleet Management; Industrial Automation; Disposal and Recycling; Pollution Control; Process Automation,ASTE,NASDAQGS:ASTE,"Astec Industries, Inc.",both,"Astec Industries, Inc. designs, engineers, manufactures, and markets equipment and components used p","Astec Industries, Inc. designs, engineers, manufactures, and markets equipment and components used p"
HPQ,HP Inc. (NYSE:HPQ),105223.0,"HP Inc. provides personal computing and other digital access devices, imaging and printing products,","HP Inc. (HP) operates as a global provider of personal computing and other digital access devices, i",Software Development; Video Chat; Cloud Storage; 3D Printing; Storage Management; Data Center Technology; Artificial Intelligence,HPQ,NYSE:HPQ,HP Inc.,both,"HP Inc. provides personal computing and other digital access devices, imaging and printing products,","HP Inc. provides personal computing and other digital access devices, imaging and printing products,"
CLR,"Continental Resources, Inc. (NYSE:CLR)",4120318.0,"Continental Resources, Inc., a crude oil and natural gas company, engages in the exploration, develo","Continental Resources, Inc. operates as an independent crude oil and natural gas company.

The compa",,CLR,NYSE:CLR,"Continental Resources, Inc.",both,nan,nan
AIT,"Applied Industrial Technologies, Inc. (NYSE:AIT)",4993561.0,"Applied Industrial Technologies, Inc. distributes industrial motion, power, control, and automation ","Applied Industrial Technologies, Inc. (Applied) is a distributor and solutions provider of industria",EDI (Electronic Data Interchange); Freight Service; Industrial Automation; RFID (Radio Frequency Identification); Sensors; Courier Service; Process Automation,AIT,NYSE:AIT,"Applied Industrial Technologies, Inc.",both,"Applied Industrial Technologies, Inc. distributes industrial motion, power, control, and automation ","Applied Industrial Technologies, Inc. distributes industrial motion, power, control, and automation "
JACK,Jack in the Box Inc. (NASDAQGS:JACK),4069044.0,Jack in the Box Inc. operates and franchises quick-service restaurants under the Jack in the Box and,Jack in the Box Inc. (Jack in the Box) operates and franchises Jack in the Box quick-service restaur,Food Delivery,JACK,NASDAQGS:JACK,Jack in the Box Inc.,both,Jack in the Box Inc. operates and franchises Jack in the Box and Del Taco quick-service restaurants ,Jack in the Box Inc. operates and franchises quick-service restaurants under the Jack in the Box and
CMCSA,Comcast Corporation (NASDAQGS:CMCSA),4057180.0,Comcast Corporation operates as a media and technology company worldwide. It operates through Reside,Comcast Corporation operates as a global media and technology company. The company reaches customers,Ad Network; Video Streaming; Cloud Infrastructure; Streaming Media; Video-on-Demand Servers; Network Security; 5G,CMCSA,NASDAQGS:CMCSA,Comcast Corporation,both,Comcast Corporation operates as a media and technology company worldwide. It operates through Reside,Comcast Corporation operates as a media and technology company worldwide. It operates through Reside
ITT,ITT Inc. (NYSE:ITT),4022445.0,"ITT Inc., together with its subsidiaries, manufactures and sells engineered critical components and ",ITT Inc. operates as a diversified manufacturer of highly engineered critical components and customi,Environmental Consulting; Fleet Management; Industrial Automation; Sensors; Electric Vehicle; Process Automation; Passenger Aircraft Manufacturing,ITT,NYSE:ITT,ITT Inc.,both,"ITT Inc., together with its subsidiaries, manufactures and sells engineered critical components and ","ITT Inc., together with its subsidiaries, manufactures and sells engineered critical components and "
ENR,"Energizer Holdings, Inc. (NYSE:ENR)",4068243.0,"Energizer Holdings, Inc., together with its subsidiaries, manufactures, markets, and distributes hou","Energizer Holdings, Inc. (Energizer), through its subsidiaries, operates as a global diversified hou",Energy Storage; Identity and Access Management; Encryption; Data Protection; Smart Energy; Battery Energy Storage System (BESS),ENR,NYSE:ENR,"Energizer Holdings, Inc.",both,"Energizer Holdings, Inc., together with its subsidiaries, manufactures, markets, and distributes hou","Energizer Holdings, Inc., together with its subsidiaries, manufactures, markets, and distributes hou"
ATO,Atmos Energy Corporation (NYSE:ATO),4057157.0,"Atmos Energy Corporation, together with its subsidiaries, engages in the regulated natural gas distr",Atmos Energy Corporation and its subsidiaries (Atmos Energy) operate as a natural-gas-only distribut,Clean Energy,ATO,NYSE:ATO,Atmos Energy Corporation,both,"Atmos Energy Corporation, together with its subsidiaries, engages in the regulated natural gas distr","Atmos Energy Corporation, together with its subsidiaries, engages in the regulated natural gas distr"
CPRT,"Copart, Inc. (NASDAQGS:CPRT)",4988311.0,"Copart, Inc. provides online auctions and vehicle remarketing services in the United States, Canada,","Copart, Inc. operates as a global provider of online auctions and vehicle remarketing services with ",Computer Vision; Fleet Management; Car Sharing,CPRT,NASDAQGS:CPRT,"Copart, Inc.",both,"Copart, Inc. provides online auctions and vehicle remarketing services in the United States, Canada,","Copart, Inc. provides online auctions and vehicle remarketing services in the United States, Canada,"
CAR,"Avis Budget Group, Inc. (NASDAQGS:CAR)",4007807.0,"Avis Budget Group, Inc., together with its subsidiaries, provides car and truck rentals, car sharing","Avis Budget Group, Inc. operates as a global provider of mobility solutions through the company’s th",Fleet Management; GPS; Last Mile Transportation; Ride Sharing; Car Sharing,CAR,NASDAQGS:CAR,"Avis Budget Group, Inc.",both,"Avis Budget Group, Inc., together with its subsidiaries, provides car and truck rentals, car sharing","Avis Budget Group, Inc., together with its subsidiaries, provides car and truck rentals, car sharing"
SAIC,Science Applications International Corporation (NASDAQGS:SAIC),4070675.0,"Science Applications International Corporation provides technical, engineering, and enterprise infor","Science Applications International Corporation is a leading provider of technical, engineering and e",Software Development; Cloud Management; Data Integration; Machine Learning; Cloud Infrastructure; Cloud Storage; Artificial Intelligence,SAIC,NASDAQGS:SAIC,Science Applications International Corporation,both,"Science Applications International Corporation provides technical, engineering, and enterprise infor","Science Applications International Corporation provides technical, engineering, and enterprise infor"
DLB,"Dolby Laboratories, Inc. (NYSE:DLB)",4160234.0,"Dolby Laboratories, Inc. engages in the design and manufacture of audio, imaging, accessibility, and","Dolby Laboratories, Inc. designs and manufactures audio, imaging, accessibility, and other hardware ",Software Development; Computer Vision; Video Streaming; 3D Printing; Content Creation; Artificial Intelligence; Video Games,DLB,NYSE:DLB,"Dolby Laboratories, Inc.",both,"Dolby Laboratories, Inc. creates audio and imaging technologies that transform entertainment at the ","Dolby Laboratories, Inc. engages in the design and manufacture of audio, imaging, accessibility, and"
TTEK,"Tetra Tech, Inc. (NASDAQGS:TTEK)",4309013.0,"Tetra Tech, Inc. provides consulting and engineering services in the United States and international","Tetra Tech, Inc. (Tetra Tech) provides high-end consulting and engineering services that focuses on ",Data Integration; Environmental Consulting; Environmental Engineering; Water Purification; CleanTech; Process Automation; ClimateTech,TTEK,NASDAQGS:TTEK,"Tetra Tech, Inc.",both,"Tetra Tech, Inc. provides consulting and engineering services in the United States and international","Tetra Tech, Inc. provides consulting and engineering services in the United States and international"
HCCI,"Heritage-Crystal Clean, Inc (NASDAQGM:HCCI)",4988847.0,"Heritage-Crystal Clean, Inc, through its subsidiary, Heritage-Crystal Clean, LLC, provides parts cle","Heritage-Crystal Clean, Inc. provides full-service parts cleaning, hazardous and non-hazardous bulk ",Disposal and Recycling,HCCI,NASDAQGM:HCCI,"Heritage-Crystal Clean, Inc",both,nan,nan
ACCO,ACCO Brands Corporation (NYSE:ACCO),4828634.0,"ACCO Brands Corporation designs, manufactures, and markets consumer, school, technology, and office ","ACCO Brands Corporation is a leading global consumer, technology and business branded products compa",Software Development; Web Development; E-learning; Content Creation; Mobile Development Tools,ACCO,NYSE:ACCO,ACCO Brands Corporation,both,"ACCO Brands Corporation designs, manufactures, and markets consumer, school, technology, and office ","ACCO Brands Corporation designs, manufactures, and markets consumer, school, technology, and office "
CRS,Carpenter Technology Corporation (NYSE:CRS),4004423.0,"Carpenter Technology Corporation engages in the manufacture, fabrication, and distribution of specia","Carpenter Technology Corporation operates as a producer and distributor of premium specialty alloys,",,CRS,NYSE:CRS,Carpenter Technology Corporation,both,"Carpenter Technology Corporation engages in the manufacture, fabrication, and distribution of specia","Carpenter Technology Corporation engages in the manufacture, fabrication, and distribution of specia"
FARM,Farmer Bros. Co. (NASDAQGS:FARM),4912000.0,"Farmer Bros. Co. engages in the roasting, wholesale, equipment servicing, and distribution of coffee","Farmer Bros. Co. is a leading coffee roaster, wholesaler, equipment servicer and distributor of coff",Coffee,FARM,NASDAQGS:FARM,Farmer Bros. Co.,both,"Farmer Bros. Co. engages in the roasting, wholesale, equipment servicing, and distribution of coffee","Farmer Bros. Co. engages in the roasting, wholesale, equipment servicing, and distribution of coffee"
ABM,ABM Industries Incorporated (NYSE:ABM),4066692.0,"ABM Industries Incorporated, through its subsidiaries, engages in the provision of integrated facili","ABM Industries Incorporated (ABM), through its subsidiaries, provides integrated facility, infrastru",Energy Management; Energy Storage; Environmental Engineering; Fleet Management; Industrial Automation; Electric Vehicle; Utility Scale Solar,ABM,NYSE:ABM,ABM Industries Incorporated,both,"ABM Industries Incorporated, through its subsidiaries, engages in the provision of integrated facili","ABM Industries Incorporated, through its subsidiaries, engages in the provision of integrated facili"
ECHO,"Echo Global Logistics, Inc. (NASDAQGM:ECHO)",4922745.0,"Echo Global Logistics, Inc. provides technology-enabled transportation and supply chain management s","Echo Global Logistics, Inc. provides technology-enabled transportation and supply chain management s",Freight Service,ECHO,NASDAQGM:ECHO,"Echo Global Logistics, Inc.",both,nan,nan
PRK,Park National Corporation (NYSEAM:PRK),100396.0,Park National Corporation operates as the bank holding company for Park National Bank that provides ,Park National Corporation operates as the bank holding company for The Park National Bank (Park Nati,Consumer Lending,PRK,NYSEAM:PRK,Park National Corporation,both,Park National Corporation operates as the bank holding company for Park National Bank that provides ,Park National Corporation operates as the bank holding company for Park National Bank that provides 
